Zone,Colony,Price,Publication Date,Bedrooms,Bathrooms,Construction Size,Land Size,Floors,Phone,URL,Value per m²,Difference from AMC,Days Published,Recency Factor,Likelihood Factor,Likelihood of Sale,Normalized Days Published,Likelihood of Being Sold
VALLE,DEL VALLE,24000000,2024-08-25,3,4,455,450,2,81-1250-9946,https://www.avisosdeocasion.com/Detalle-Inmuebles.aspx?PlazaBusqueda=2&ClaveAviso=32035653&Plaza=2&colonia-inmueble=DEL%20VALLE&Imagenes=7&idinmueble=3&Grupo=1&Zonas=17&Colonia=0&Recamaras=0&Banios=0&ConInicial=-1&ConFinal=-1&PrecioInicial=-1&PrecioFinal=-1&ChbFoto=0&ChbVideo=0&plantas=0&TerrenoInicial=-1&TerrenoFinal=-1&chkDesc=1&OrderTmp=1&ChbAmueblado=0&Mosaico=0,26519.337016574587,2619.402837577978,19,0.05,0.8845458201986083,0.04422729100993042,0.19,0.7212250149917677
VALLE,OLINALA,28000000,2024-08-16,5,65,510,1290,3,81-3121-6017,https://www.avisosdeocasion.com/Detalle-Inmuebles.aspx?PlazaBusqueda=2&ClaveAviso=32030124&Plaza=2&colonia-inmueble=OLINALA&Imagenes=32&idinmueble=3&Grupo=1&Zonas=17&Colonia=0&Recamaras=0&Banios=0&ConInicial=-1&ConFinal=-1&PrecioInicial=-1&PrecioFinal=-1&ChbFoto=0&ChbVideo=0&plantas=0&TerrenoInicial=-1&TerrenoFinal=-1&chkDesc=1&OrderTmp=1&ChbAmueblado=0&Mosaico=0,15555.555555555555,8344.378623441055,28,0.034482758620689655,0.6322087706019089,0.021800302434548585,0.28,0.46862053745079424
VALLE,HACIENDA SAN AGUSTIN,29800000,2024-07-19,3,55,400,432,2,81-1599-3695,https://www.avisosdeocasion.com/Detalle-Inmuebles.aspx?PlazaBusqueda=2&ClaveAviso=32012474&Plaza=2&colonia-inmueble=HACIENDA%20SAN%20AGUSTIN&Imagenes=8&idinmueble=3&Grupo=1&Zonas=17&Colonia=0&Recamaras=0&Banios=0&ConInicial=-1&ConFinal=-1&PrecioInicial=-1&PrecioFinal=-1&ChbFoto=0&ChbVideo=0&plantas=0&TerrenoInicial=-1&TerrenoFinal=-1&chkDesc=1&OrderTmp=1&ChbAmueblado=0&Mosaico=0,35817.307692307695,11917.373513311086,56,0.017543859649122806,0.4747235649945343,0.008328483596395337,0.56,0.22060005075390457
VALLE,DEL VALLE SECTOR LOS...,57000000,2024-08-31,3,4,600,1500,1,818-396-1192,https://www.avisosdeocasion.com/Detalle-Inmuebles.aspx?PlazaBusqueda=2&ClaveAviso=32039600&Plaza=2&colonia-inmueble=DEL%20VALLE%20SECTOR%20LOS%20RIOS&Imagenes=14&idinmueble=3&Grupo=1&Zonas=17&Colonia=0&Recamaras=0&Banios=0&ConInicial=-1&ConFinal=-1&PrecioInicial=-1&PrecioFinal=-1&ChbFoto=0&ChbVideo=0&plantas=0&TerrenoInicial=-1&TerrenoFinal=-1&chkDesc=1&OrderTmp=1&ChbAmueblado=0&Mosaico=0,27142.85714285714,3242.922963860532,13,0.07142857142857142,0.8570632185396073,0.061218801324257666,0.13,0.7519518515227512
VALLE,DEL VALLE Rios,18500000,2024-09-06,3,45,407,450,1,81-3114-2550,https://www.avisosdeocasion.com/Detalle-Inmuebles.aspx?PlazaBusqueda=2&ClaveAviso=32043386&Plaza=2&colonia-inmueble=DEL%20VALLE%20Rios&Imagenes=18&idinmueble=3&Grupo=1&Zonas=17&Colonia=0&Recamaras=0&Banios=0&ConInicial=-1&ConFinal=-1&PrecioInicial=-1&PrecioFinal=-1&ChbFoto=0&ChbVideo=0&plantas=0&TerrenoInicial=-1&TerrenoFinal=-1&chkDesc=1&OrderTmp=1&ChbAmueblado=0&Mosaico=0,21586.93115519253,2313.003023804078,7,0.125,0.8980508598523311,0.11225635748154139,0.07,0.8399958687740576
VALLE,COLINAS DEL VALLE,8000000,2024-08-15,3,35,405,169,3,811-213-40-01,https://www.avisosdeocasion.com/Detalle-Inmuebles.aspx?PlazaBusqueda=2&ClaveAviso=32027148&Plaza=2&colonia-inmueble=COLINAS%20DEL%20VALLE&Imagenes=1&idinmueble=3&Grupo=1&Zonas=17&Colonia=0&Recamaras=0&Banios=0&ConInicial=-1&ConFinal=-1&PrecioInicial=-1&PrecioFinal=-1&ChbFoto=0&ChbVideo=0&plantas=0&TerrenoInicial=-1&TerrenoFinal=-1&chkDesc=1&OrderTmp=1&ChbAmueblado=0&Mosaico=0,13937.282229965156,9962.651949031453,29,0.03333333333333333,0.5608809027305938,0.01869603009101979,0.29,0.41403755797668484
VALLE,RENACIMIENTO,65000000,2024-07-26,3,45,865,1949,1,81-2040-2040,https://www.avisosdeocasion.com/Detalle-Inmuebles.aspx?PlazaBusqueda=2&ClaveAviso=32016293&Plaza=2&colonia-inmueble=RENACIMIENTO&Imagenes=33&idinmueble=3&Grupo=1&Zonas=17&Colonia=0&Recamaras=0&Banios=0&ConInicial=-1&ConFinal=-1&PrecioInicial=-1&PrecioFinal=-1&ChbFoto=0&ChbVideo=0&plantas=0&TerrenoInicial=-1&TerrenoFinal=-1&chkDesc=1&OrderTmp=1&ChbAmueblado=0&Mosaico=0,23098.791755508173,801.1424234884362,49,0.02,0.9646884243687076,0.019293768487374154,0.49,0.492904445137001
VALLE,RESIDENCIAL CANTERA ...,6800000,2024-08-31,3,45,253,106,3,81-1516-1876,https://www.avisosdeocasion.com/Detalle-Inmuebles.aspx?PlazaBusqueda=2&ClaveAviso=32039707&Plaza=2&colonia-inmueble=RESIDENCIAL%20CANTERA%20Valle%20Oriente&Imagenes=5&idinmueble=3&Grupo=1&Zonas=17&Colonia=0&Recamaras=0&Banios=0&ConInicial=-1&ConFinal=-1&PrecioInicial=-1&PrecioFinal=-1&ChbFoto=0&ChbVideo=0&plantas=0&TerrenoInicial=-1&TerrenoFinal=-1&chkDesc=1&OrderTmp=1&ChbAmueblado=0&Mosaico=0,18941.504178272982,4958.430000723627,13,0.07142857142857142,0.7814496263715228,0.05581783045510877,0.13,0.6895043522579833
VALLE,LOS COLORINES,17950000,2024-07-19,4,45,609,389,3,818-362-53-80,https://www.avisosdeocasion.com/Detalle-Inmuebles.aspx?PlazaBusqueda=2&ClaveAviso=32012476&Plaza=2&colonia-inmueble=LOS%20COLORINES&Imagenes=18&idinmueble=3&Grupo=1&Zonas=17&Colonia=0&Recamaras=0&Banios=0&ConInicial=-1&ConFinal=-1&PrecioInicial=-1&PrecioFinal=-1&ChbFoto=0&ChbVideo=0&plantas=0&TerrenoInicial=-1&TerrenoFinal=-1&chkDesc=1&OrderTmp=1&ChbAmueblado=0&Mosaico=0,17985.971943887776,5913.962235108833,56,0.017543859649122806,0.739333084077195,0.01297075586100342,0.56,0.33112340795755557
VALLE,FUENTES DEL VALLE,40000000,2024-09-03,5,7,800,1200,2,,https://www.avisosdeocasion.com/Detalle-Inmuebles.aspx?PlazaBusqueda=2&ClaveAviso=32040436&Plaza=2&colonia-inmueble=FUENTES%20DEL%20VALLE&Imagenes=32&idinmueble=3&Grupo=1&Zonas=17&Colonia=0&Recamaras=0&Banios=0&ConInicial=-1&ConFinal=-1&PrecioInicial=-1&PrecioFinal=-1&ChbFoto=0&ChbVideo=0&plantas=0&TerrenoInicial=-1&TerrenoFinal=-1&chkDesc=1&OrderTmp=1&ChbAmueblado=0&Mosaico=0,20000.0,3899.9341789966093,10,0.09090909090909091,0.8281044459996836,0.0752822223636076,0.1,0.7531401494744909
VALLE,HACIENDA EL ROSARIO,21800000,2024-08-22,3,45,392,221,3,81-1599-6475,https://www.avisosdeocasion.com/Detalle-Inmuebles.aspx?PlazaBusqueda=2&ClaveAviso=32032525&Plaza=2&colonia-inmueble=HACIENDA%20EL%20ROSARIO&Imagenes=13&idinmueble=3&Grupo=1&Zonas=17&Colonia=0&Recamaras=0&Banios=0&ConInicial=-1&ConFinal=-1&PrecioInicial=-1&PrecioFinal=-1&ChbFoto=0&ChbVideo=0&plantas=0&TerrenoInicial=-1&TerrenoFinal=-1&chkDesc=1&OrderTmp=1&ChbAmueblado=0&Mosaico=0,35562.80587275693,11662.87169376032,22,0.043478260869565216,0.4859411213064778,0.02112787483941208,0.22,0.39936966633458026
VALLE,LAS MONTAÑAS VALLE PTE,13500000,2024-08-31,3,5,360,200,3,81-1044-0499,https://www.avisosdeocasion.com/Detalle-Inmuebles.aspx?PlazaBusqueda=2&ClaveAviso=32039574&Plaza=2&colonia-inmueble=LAS%20MONTA%C3%91AS%20VALLE%20PTE&Imagenes=10&idinmueble=3&Grupo=1&Zonas=17&Colonia=0&Recamaras=0&Banios=0&ConInicial=-1&ConFinal=-1&PrecioInicial=-1&PrecioFinal=-1&ChbFoto=0&ChbVideo=0&plantas=0&TerrenoInicial=-1&TerrenoFinal=-1&chkDesc=1&OrderTmp=1&ChbAmueblado=0&Mosaico=0,24107.14285714286,207.20867814624944,13,0.07142857142857142,0.9908669611104086,0.07077621150788632,0.13,0.8624572365498119
VALLE,HACIENDA EL ROSARIO,21600000,2024-08-22,3,45,353,216,3,81-1599-6475,https://www.avisosdeocasion.com/Detalle-Inmuebles.aspx?PlazaBusqueda=2&ClaveAviso=32032550&Plaza=2&colonia-inmueble=HACIENDA%20EL%20ROSARIO&Imagenes=19&idinmueble=3&Grupo=1&Zonas=17&Colonia=0&Recamaras=0&Banios=0&ConInicial=-1&ConFinal=-1&PrecioInicial=-1&PrecioFinal=-1&ChbFoto=0&ChbVideo=0&plantas=0&TerrenoInicial=-1&TerrenoFinal=-1&chkDesc=1&OrderTmp=1&ChbAmueblado=0&Mosaico=0,37961.33567662566,14061.401497629053,22,0.043478260869565216,0.3802222577311024,0.01653140251004793,0.22,0.3210910722177091
VALLE,DEL VALLE,8975000,2024-08-18,3,25,230,210,2,812-001-45-04,https://www.avisosdeocasion.com/Detalle-Inmuebles.aspx?PlazaBusqueda=2&ClaveAviso=32031023&Plaza=2&colonia-inmueble=DEL%20VALLE&Imagenes=21&idinmueble=3&Grupo=1&Zonas=17&Colonia=0&Recamaras=0&Banios=0&ConInicial=-1&ConFinal=-1&PrecioInicial=-1&PrecioFinal=-1&ChbFoto=0&ChbVideo=0&plantas=0&TerrenoInicial=-1&TerrenoFinal=-1&chkDesc=1&OrderTmp=1&ChbAmueblado=0&Mosaico=0,20397.727272727272,3502.206906269337,26,0.037037037037037035,0.845634882860564,0.031319810476317184,0.26,0.6315631695372261
VALLE,DEL VALLE LOS RIOS,8975000,2024-08-16,3,25,230,210,2,81-1911-67-42,https://www.avisosdeocasion.com/Detalle-Inmuebles.aspx?PlazaBusqueda=2&ClaveAviso=32031011&Plaza=2&colonia-inmueble=DEL%20VALLE%20LOS%20RIOS&Imagenes=10&idinmueble=3&Grupo=1&Zonas=17&Colonia=0&Recamaras=0&Banios=0&ConInicial=-1&ConFinal=-1&PrecioInicial=-1&PrecioFinal=-1&ChbFoto=0&ChbVideo=0&plantas=0&TerrenoInicial=-1&TerrenoFinal=-1&chkDesc=1&OrderTmp=1&ChbAmueblado=0&Mosaico=0,20397.727272727272,3502.206906269337,28,0.034482758620689655,0.845634882860564,0.029159823546916,0.28,0.6144938946848687
VALLE,SAN AGUSTIN CAMPESTRE,59930000,2024-08-18,4,55,1030,1121,3,811-029-10-68,https://www.avisosdeocasion.com/Detalle-Inmuebles.aspx?PlazaBusqueda=2&ClaveAviso=32031122&Plaza=2&colonia-inmueble=SAN%20AGUSTIN%20CAMPESTRE&Imagenes=4&idinmueble=3&Grupo=1&Zonas=17&Colonia=0&Recamaras=0&Banios=0&ConInicial=-1&ConFinal=-1&PrecioInicial=-1&PrecioFinal=-1&ChbFoto=0&ChbVideo=0&plantas=0&TerrenoInicial=-1&TerrenoFinal=-1&chkDesc=1&OrderTmp=1&ChbAmueblado=0&Mosaico=0,27861.459786145977,3961.5256071493677,26,0.037037037037037035,0.8253897097559265,0.0305699892502195,0.26,0.617341547163474
VALLE,CASCO DE SAN PEDRO,14000000,2024-09-04,3,3,383,405,2,81-1080-4304,https://www.avisosdeocasion.com/Detalle-Inmuebles.aspx?PlazaBusqueda=2&ClaveAviso=32041097&Plaza=2&colonia-inmueble=CASCO%20DE%20SAN%20PEDRO&Imagenes=1&idinmueble=3&Grupo=1&Zonas=17&Colonia=0&Recamaras=0&Banios=0&ConInicial=-1&ConFinal=-1&PrecioInicial=-1&PrecioFinal=-1&ChbFoto=0&ChbVideo=0&plantas=0&TerrenoInicial=-1&TerrenoFinal=-1&chkDesc=1&OrderTmp=1&ChbAmueblado=0&Mosaico=0,17766.497461928935,6133.436717067674,9,0.1,0.7296594111551167,0.07296594111551168,0.09,0.676466829124719
VALLE,CAPELLANIA,51000000,2024-08-17,3,4,800,1289,2,811-781-43-68,https://www.avisosdeocasion.com/Detalle-Inmuebles.aspx?PlazaBusqueda=2&ClaveAviso=32030818&Plaza=2&colonia-inmueble=CAPELLANIA&Imagenes=0&idinmueble=3&Grupo=1&Zonas=17&Colonia=0&Recamaras=0&Banios=0&ConInicial=-1&ConFinal=-1&PrecioInicial=-1&PrecioFinal=-1&ChbFoto=0&ChbVideo=0&plantas=0&TerrenoInicial=-1&TerrenoFinal=-1&chkDesc=1&OrderTmp=1&ChbAmueblado=0&Mosaico=0,24413.59502154141,513.6608425447994,27,0.03571428571428571,0.9773596140229668,0.03490570050082024,0.27,0.714310734404146
VALLE,CARRIZALEJO,53000000,2024-09-05,4,8,760,1155,3,811-508-4675,https://www.avisosdeocasion.com/Detalle-Inmuebles.aspx?PlazaBusqueda=2&ClaveAviso=32043213&Plaza=2&colonia-inmueble=CARRIZALEJO&Imagenes=18&idinmueble=3&Grupo=1&Zonas=17&Colonia=0&Recamaras=0&Banios=0&ConInicial=-1&ConFinal=-1&PrecioInicial=-1&PrecioFinal=-1&ChbFoto=0&ChbVideo=0&plantas=0&TerrenoInicial=-1&TerrenoFinal=-1&chkDesc=1&OrderTmp=1&ChbAmueblado=0&Mosaico=0,27676.240208877283,3776.306029880674,8,0.1111111111111111,0.8335535454477632,0.09261706060530701,0.08,0.7746355181788172
VALLE,RESIDENCIAL SAN AGUS...,39900000,2024-09-06,4,35,571,922,2,81-1076-7066,https://www.avisosdeocasion.com/Detalle-Inmuebles.aspx?PlazaBusqueda=2&ClaveAviso=32043858&Plaza=2&colonia-inmueble=RESIDENCIAL%20SAN%20AGUSTIN%20Antiguo%20Camino%20San%20Agustin&Imagenes=33&idinmueble=3&Grupo=1&Zonas=17&Colonia=0&Recamaras=0&Banios=0&ConInicial=-1&ConFinal=-1&PrecioInicial=-1&PrecioFinal=-1&ChbFoto=0&ChbVideo=0&plantas=0&TerrenoInicial=-1&TerrenoFinal=-1&chkDesc=1&OrderTmp=1&ChbAmueblado=0&Mosaico=0,26724.715338245143,2824.781159248534,7,0.125,0.8754934570655725,0.10943668213319656,0.07,0.8200814346003596
VALLE,BOSQUES DEL VALLE Ce...,13800000,2024-09-06,3,25,294,378,1,81-8309-7205,https://www.avisosdeocasion.com/Detalle-Inmuebles.aspx?PlazaBusqueda=2&ClaveAviso=32043734&Plaza=2&colonia-inmueble=BOSQUES%20DEL%20VALLE%20Cercana%20a%20Fatima&Imagenes=14&idinmueble=3&Grupo=1&Zonas=17&Colonia=0&Recamaras=0&Banios=0&ConInicial=-1&ConFinal=-1&PrecioInicial=-1&PrecioFinal=-1&ChbFoto=0&ChbVideo=0&plantas=0&TerrenoInicial=-1&TerrenoFinal=-1&chkDesc=1&OrderTmp=1&ChbAmueblado=0&Mosaico=0,20535.714285714286,3364.219893282323,7,0.125,0.8517168711592368,0.1064646088949046,0.07,0.7990906645465953
